OrderID,OrderDate,CustomerID,ProductID,StoreID,Quantity,Discount,PaymentMethod
O000846,2023-04-15,C07342,P0004,S010,5,0.0,Credit Card
O000847,2023-04-03,C03907,P0037,S004,1,0.0,Credit Card
O000848,2024-09-03,C01041,P0077,S014,2,0.15,UPI
O000849,2025-01-07,C07202,P0083,S002,2,0.1,Cash
O000850,2023-02-19,C02747,P0057,S013,3,0.05,Debit Card
O000851,2023-09-03,C01060,P0007,S015,5,0.0,Debit Card
O000852,2025-09-03,C04496,P0006,S008,1,0.0,UPI
O000853,2023-07-22,C04657,P0107,S018,3,0.0,UPI
O000854,2025-06-10,C02676,P0115,S024,2,0.1,Debit Card
O000855,2025-07-04,C02159,P0076,S006,1,0.1,UPI
O000856,2025-01-10,C07408,P0022,S012,4,0.0,Credit Card
O000857,2024-07-28,C00079,P0145,S006,1,0.05,Debit Card
O000858,2024-10-09,C04927,P0063,S002,4,0.0,UPI
O000859,2024-06-11,C07079,P0021,S010,3,0.0,Debit Card
O000860,2023-04-17,C03176,P0123,S001,2,0.0,Debit Card
O000861,2024-07-10,C07811,P0111,S012,1,0.0,UPI
O000862,2023-04-11,C00112,P0011,S010,1,0.0,Debit Card
O000863,2024-06-05,C06958,P0092,S009,2,0.15,Credit Card
O000864,2024-03-08,C02423,P0138,S015,1,0.0,Credit Card
O000865,2024-07-31,C07334,P0142,S019,2,0.0,UPI
O000866,2023-10-03,C02591,P0114,S014,1,0.0,Credit Card
O000867,2025-08-21,C04936,P0085,S024,1,0.2,UPI
O000868,2023-08-07,C06494,P0099,S012,1,0.0,UPI
O000869,2023-08-29,C03016,P0145,S011,2,0.0,UPI
O000870,2024-11-23,C07702,P0006,S015,3,0.0,Debit Card
O000871,2024-06-09,C00583,P0111,S022,1,0.05,Cash
O000872,2025-03-04,C07194,P0049,S025,3,0.0,Debit Card
O000873,2024-04-13,C06365,P0041,S023,1,0.1,Credit Card
O000874,2025-08-24,C00475,P0042,S012,1,0.05,UPI
O000875,2025-11-10,C02081,P0075,S009,1,,UPI
O000876,2025-10-31,C04973,P0047,S009,2,0.0,Net Banking
O000877,2024-04-11,C01518,P0131,S025,1,0.0,Cash
O000878,2024-05-10,C07078,P0114,S021,1,0.0,Debit Card
O000879,2023-11-18,C06400,P0149,S015,2,0.0,Net Banking
O000880,2023-07-09,C05879,P0069,S010,4,0.2,Net Banking
O000881,2023-02-10,C07284,P0002,S019,2,0.05,UPI
O000882,2024-06-06,C07349,P0104,S008,3,0.1,UPI
O000883,2024-08-15,C04591,P0129,S016,2,0.05,Debit Card
O000884,2025-09-06,C03255,P0123,S014,3,0.1,Credit Card
O000885,2024-02-26,C03710,P0136,S002,1,0.0,Cash
O000886,2024-12-19,C00914,P0145,S004,3,0.05,UPI
O000887,2023-09-17,C06937,P0138,S019,1,0.05,Credit Card
O000888,2025-07-26,C03544,P0109,S023,4,0.0,Debit Card
O000889,2023-06-17,C04820,P0031,S020,1,0.0,UPI
O000890,2024-06-02,C01034,P0088,S019,2,0.2,UPI
O000891,2025-07-07,C03566,P0149,S016,3,0.0,Credit Card
O000892,2024-12-28,C03445,P0115,S011,2,0.0,Debit Card
O000893,2025-06-12,C06011,P0055,S024,2,0.05,Credit Card
O000894,2024-09-12,C07011,P0072,S015,1,0.15,Cash
O000895,2023-08-16,C02226,P0009,S012,3,0.05,Net Banking
O000896,2023-04-24,C01105,P0094,S024,1,0.0,UPI
O000897,2024-07-31,C02098,P0073,S002,2,0.2,Debit Card
O000898,2024-10-18,C03755,P0083,S005,1,0.05,Credit Card
O000899,2024-07-01,C07650,P0141,S009,1,0.0,Debit Card
O000900,2025-08-27,C03198,P0105,S007,1,0.0,Debit Card
O000901,2024-01-12,C00027,P0086,S001,5,0.1,Net Banking
O000902,2023-01-21,C05619,P0116,S006,1,0.05,UPI
O000903,2023-10-20,C03890,P0100,S019,1,0.1,Cash
O000904,2025-10-16,C00494,P0143,S019,5,0.0,Debit Card
O000905,2025-05-23,C06693,P0104,S001,1,0.05,Cash
O000906,2023-03-05,C06455,P0048,S025,1,0.0,UPI
O000907,2023-12-20,C05255,P0074,S007,2,0.0,UPI
O000908,2025-09-14,C04942,P0102,S004,1,0.0,Credit Card
O000909,2025-08-14,C05577,P0135,S009,1,0.05,UPI
O000910,2024-08-12,C04623,P0017,S019,1,0.0,Net Banking
O000911,2025-05-27,C04768,P0086,S001,3,0.15,Cash
O000912,2024-12-03,C04976,P0046,S012,1,0.05,Credit Card
O000913,2024-12-15,C03499,P0122,S017,1,0.1,Credit Card
O000914,2024-03-02,C00439,P0123,S022,1,0.1,UPI
O000915,2024-03-17,C06179,P0079,S024,2,0.05,UPI
O000916,2025-09-10,C02455,P0060,S006,3,0.05,Credit Card
O000917,2023-12-26,C06209,P0072,S020,-1,0.2,UPI
O000918,2025-02-15,C05512,P0148,S021,1,0.1,Credit Card
O000919,2023-08-30,C05283,P0045,S019,3,,Cash
O000920,2023-03-22,C02026,P0018,S004,1,0.1,Credit Card
O000921,2023-07-13,C02156,P0112,S012,2,0.0,Net Banking
O000922,2023-10-25,C00226,P0049,S008,2,0.0,Net Banking
O000923,2025-02-27,C03541,P0111,S021,2,0.0,UPI
O000924,2024-08-17,C06776,P0049,S018,2,0.05,UPI
O000925,2024-08-10,C07264,P0041,S017,1,0.05,UPI
O000926,2025-09-08,C01977,P0079,S021,1,0.1,UPI
O000927,2024-05-13,C00080,P0046,S015,1,0.0,Debit Card
O000928,2023-06-12,C03719,P0148,S007,3,0.05,UPI
O000929,2023-04-06,C07773,P0085,S012,1,0.15,Credit Card
O000930,2023-10-26,C02277,P0079,S022,2,0.2,UPI
O000931,2025-08-12,C01177,P0102,S018,2,0.05,Credit Card
O000932,2024-05-07,C06012,P0131,S022,1,0.0,Cash
O000933,2023-06-12,C06565,P0044,S017,4,0.05,UPI
O000934,2025-09-25,C03934,P0066,S016,2,0.05,Cash
O000935,2023-06-20,C00427,P0076,S001,1,0.05,Credit Card
O000936,2025-02-19,C02569,P0047,S024,1,0.0,Credit Card
O000937,2023-06-02,C05454,P0132,S002,1,0.0,UPI
O000938,2023-06-08,C05771,P0003,S015,3,0.1,UPI
O000939,2024-07-27,C02043,P0064,S015,1,0.0,Credit Card
O000940,2025-06-15,C04335,P0026,S010,2,0.0,Cash
O000941,2024-10-12,C00246,P0021,S019,1,0.0,Cash
O000942,2023-06-12,C00249,P0030,S024,1,0.0,UPI
O000943,2025-06-26,C06909,P0058,S003,3,0.05,UPI
O000944,2023-04-05,C05931,P0017,S022,2,,Credit Card
O000945,2023-07-08,C07416,P0116,S012,1,0.0,Cash
O000946,2024-04-22,C00056,P0048,S004,2,0.05,UPI
O000947,2024-03-12,C01934,P0124,S021,2,0.0,Cash
O000948,2023-01-12,C00801,P0075,S019,1,0.05,UPI
O000949,2023-11-20,C07532,P0041,S024,2,0.0,UPI
O000950,2023-01-01,C03408,P0020,S007,-1,0.0,UPI
O000951,2025-05-23,C07591,P0104,S002,1,0.0,Cash
O000952,2024-07-08,C02045,P0088,S018,2,0.1,Cash
O000953,2023-06-20,C00526,P0143,S023,3,0.0,Net Banking
O000954,2024-11-25,C00431,P0022,S011,2,0.0,Debit Card
O000955,2024-11-02,C05008,P0105,S002,3,0.0,Credit Card
O000956,2024-01-26,C06545,P0071,S025,1,0.15,Credit Card
O000957,2025-05-04,C00408,P0084,S009,3,0.1,UPI
O000958,2024-10-10,C03869,P0090,S001,3,0.05,UPI
O000959,2025-03-31,C07086,P0067,S025,1,0.2,Cash
O000960,2025-10-21,C03400,P0029,S025,2,0.05,UPI
O000961,2024-06-12,C07208,P0028,S024,1,0.05,Debit Card
O000962,2023-08-12,C06499,P0030,S010,2,0.0,UPI
O000963,2025-01-25,C07902,P0143,S001,4,0.1,Credit Card
O000964,2024-11-07,C02901,P0126,S002,2,0.05,Credit Card
O000965,2025-02-20,C06966,P0084,S002,1,0.1,UPI
O000966,2024-09-04,C07424,P0072,S024,1,0.1,Debit Card
O000967,2025-04-08,C04045,P0005,S017,1,,Cash
O000968,2023-05-13,C02691,P0032,S008,1,0.1,Debit Card
O000969,2023-12-29,C03365,P0131,S009,3,0.05,UPI
O000970,2023-10-20,C02088,P0017,S014,2,0.1,UPI
O000971,2023-11-03,C07161,P0002,S015,4,0.1,UPI
O000972,2023-01-22,C00362,P0110,S018,1,0.0,UPI
O000973,2025-01-07,C04725,P0121,S005,2,0.0,Credit Card
O000974,2025-08-15,C03207,P0106,S024,1,0.0,UPI
O000975,2023-09-06,C07091,P0118,S003,1,0.0,Debit Card
O000976,2025-06-04,C00114,P0021,S023,3,0.05,UPI
O000977,2023-08-16,C05820,P0138,S001,1,0.05,Cash
O000978,2024-05-27,C01467,P0130,S010,4,0.0,Credit Card
O000979,2023-07-30,C04338,P0110,S016,1,0.0,Credit Card
O000980,2025-09-26,C01076,P0024,S020,2,0.0,Credit Card
O000981,2024-04-21,C02453,P0031,S009,1,0.1,Debit Card
O000982,2023-08-15,C02969,P0041,S015,4,0.0,Debit Card
O000983,2025-12-31,C01820,P0051,S014,4,0.05,Cash
O000984,2024-07-28,C06432,P0014,S017,2,0.0,UPI
O000985,2023-04-03,C02829,P0150,S009,3,0.05,Debit Card
O000986,2025-03-11,C04841,P0137,S018,1,0.0,Debit Card
O000987,2023-12-05,C02804,P0104,S005,1,0.0,Credit Card
O000988,2023-01-30,C07043,P0144,S018,1,0.0,Credit Card
O000989,2023-03-20,C06490,P0018,S013,3,0.0,Debit Card
O000990,2025-03-26,C05885,P0062,S015,1,0.0,Net Banking
O000991,2024-12-21,C07250,P0028,S011,1,0.05,Cash
O000992,2023-06-07,C03569,P0106,S005,5,0.05,Cash
O000993,2024-12-12,C04438,P0102,S024,1,0.0,UPI
O000994,2025-01-06,C01995,P0097,S017,1,0.0,Cash
O000995,2023-10-31,C01457,P0084,S009,1,0.2,Net Banking
O000996,2023-02-10,C03173,P0069,S001,2,0.2,Cash
O000997,2025-08-06,C06713,P0053,S021,3,0.05,Cash
O000998,2024-02-14,C05211,P0074,S004,2,0.0,Debit Card
O000999,2025-06-14,C03191,P0083,S018,1,0.1,Net Banking
O001000,2024-05-08,C06977,P0145,S008,4,0.0,UPI
O000522,2024-01-07,C03736,P0117,S009,1,0.0,UPI
O000738,2024-07-06,C06173,P0110,S007,1,0.1,Cash
O000741,2023-01-28,C07164,P0128,S024,1,0.0,Credit Card
O000661,2023-03-18,C07593,P0099,S010,2,0.0,Debit Card
O000412,2025-02-27,C00771,P0009,S022,1,0.0,UPI
